year,industry_naics,mfg_inputs,omega_mfg,imported_inputs,omega_import,t_row_label,T001,T005,T006,T007,T008,V00100,V00200,V00300,total_final_use,personal_consumption_exp,nonres_invest_equipment,nonres_invest_ip,res_invest,nonres_invest_structures,change_inventories,exports,imports,fed_defense_consumption_exp,fed_defense_invest_equipment,fed_defense_invest_ip,fed_defense_invest_structures,fed_nondefense_consumption_exp,fed_nondefense_invest_equipment,fed_nondefense_invest_ip,fed_nondefense_invest_structures,state_local_consumption_exp,state_local_invest_equipment,state_local_invest_ip,state_local_invest_structures
2007,2123A0,1996,0.27818815331010455,728,0.10146341463414635,Other nonmetallic mineral mining and quarrying,12487,7175,7814,11939,14989,2983,487,4345,-548,171,NA,NA,NA,NA,-224,1071,-1566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,213111,5666,0.2819747188215388,1809,0.09002687369363989,Drilling oil and gas wells,45,20094,20256,52686,40350,9066,346,10844,52642,NA,NA,NA,NA,52643,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,21311A,6422,0.26025287728967417,2092,0.08477873237153509,Other support activities for mining,10880,24676,29885,63819,54562,14800,1061,14023,52939,NA,1526,NA,NA,49584,16,2474,-661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,221100,24647,0.17452045288790388,21792,0.15430477175044433,"Electric power generation, transmission, and distribution",187886,141227,176013,335984,317240,46194,42965,86854,148098,148295,NA,NA,NA,NA,NA,3040,-3237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,221200,2454,0.032659036465264836,13782,0.1834176204418419,Natural gas distribution,89649,75140,48743,151820,123883,13196,7535,28013,62171,61680,NA,NA,NA,NA,NA,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,221300,228,0.06739580254212238,142,0.04197457877623411,"Water, sewage and other systems",24163,3383,7126,55269,10509,3694,870,2563,31106,30491,NA,NA,NA,NA,NA,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,230301,35247,0.5670914180905493,4852,0.07806416320751682,Nonresidential maintenance and repair,145763,62154,80751,145835,142905,50261,1583,28906,72,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,230302,15088,0.520150308546213,2227,0.07677457165511772,Residential maintenance and repair,71034,29007,38313,71048,67320,23634,684,13995,14,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,233210,13748,0.6230399709961026,5084,0.23039970996102602,Health care structures,NA,22066,24063,48250,46129,14421,277,9364,48250,NA,NA,NA,NA,40055,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,1546,NA,NA,NA,6561
2007,233230,6638,0.6233449150154944,1698,0.15945159169875106,Manufacturing structures,NA,10649,22738,40863,33387,18844,236,3659,40863,NA,NA,NA,NA,40215,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,642,NA,NA,NA,5
2007,233240,10411,0.4872466888192072,2066,0.09669115926428605,Power and communication structures,NA,21367,51895,90237,73261,27787,594,23514,90237,NA,NA,NA,NA,81603,NA,NA,NA,NA,NA,NA,482,NA,NA,NA,228,NA,NA,NA,7924
2007,233262,23205,0.6069522912743252,8905,0.23292006695961498,Educational and vocational structures,NA,38232,45390,89003,83622,25363,431,19595,89003,NA,NA,NA,NA,16837,NA,NA,NA,NA,NA,NA,291,NA,NA,NA,327,NA,NA,NA,71548
2007,2332A0,46404,0.6674625663449506,4321,0.062152093551774236,Office and commercial structures,NA,69523,86993,169171,156515,69312,466,17215,169171,NA,NA,NA,NA,141327,NA,NA,NA,NA,NA,NA,2037,NA,NA,NA,3367,NA,NA,NA,22440
2007,2332C0,27426,0.6131729565372921,3041,0.06798873189053836,Transportation structures and highways and streets,NA,44728,55637,106973,100364,33706,721,21209,106973,NA,NA,NA,NA,10168,NA,NA,NA,NA,NA,NA,626,NA,NA,NA,937,NA,NA,NA,95242
2007,2332D0,24383,0.5903588203961068,2661,0.06442787274224009,Other nonresidential structures,NA,41302,72434,121341,113737,53248,542,18645,121341,NA,NA,NA,NA,63339,NA,NA,NA,NA,NA,NA,3744,NA,NA,NA,4297,NA,NA,NA,49961
2007,233411,66856,0.4895257481346972,9234,0.06761219274673617,Single-family residential structures,NA,136573,143397,308064,279970,101285,772,41340,308064,NA,NA,NA,305185,NA,NA,NA,NA,NA,NA,NA,1997,NA,NA,NA,NA,NA,NA,NA,882
2007,233412,12292,0.48633036597428286,1350,0.05341246290801187,Multifamily residential structures,NA,25275,25985,54288,51260,10654,165,15166,54288,NA,NA,NA,48959,NA,NA,NA,NA,NA,NA,NA,613,NA,NA,NA,NA,NA,NA,NA,4716
2007,2334A0,62511,0.511019734153001,8622,0.07048378921897225,Other residential structures,5159,122326,68148,191006,190474,11482,1781,54885,185847,NA,NA,NA,180529,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,5183
2007,311111,5816,0.6265890971773325,686,0.07390648567119155,Dog and cat food manufacturing,261,9282,4854,14034,14135,2156,277,2421,13773,13046,NA,NA,NA,NA,155,882,-311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311119,7623,0.38638552384814234,1248,0.06325713416797607,Other animal food manufacturing,22171,19729,3645,25009,23373,2032,360,1252,2838,1549,NA,NA,NA,NA,434,1213,-358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311210,1044,0.10294842717680702,481,0.0474312198008086,Flour milling and malt manufacturing,9384,10141,3215,12896,13357,1880,129,1207,3512,2807,NA,NA,NA,NA,160,1308,-762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311221,762,0.08033737480231945,275,0.028993147074327884,Wet corn milling,8787,9485,2290,9760,11776,1504,82,704,973,358,NA,NA,NA,NA,33,1169,-587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311224,1540,0.08368200836820083,310,0.01684507960658588,Soybean and other oilseed processing,19642,18403,2797,20495,21200,716,244,1837,853,442,NA,NA,NA,NA,344,3492,-3426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311225,6861,0.5833687611597653,494,0.0420032310177706,Fats and oils refining and blending,8082,11761,1303,12823,13064,394,107,803,4740,4462,NA,NA,NA,NA,78,351,-152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311230,3332,0.5984195402298851,310,0.05567528735632184,Breakfast cereal manufacturing,320,5568,4317,8691,9885,1913,65,2338,8371,7962,NA,NA,NA,NA,39,754,-384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311300,10037,0.49930355188538456,3148,0.15660133320067654,Sugar and confectionery product manufacturing,11204,20102,6932,27478,27033,3860,217,2855,16274,19558,NA,NA,NA,NA,-273,1488,-4499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311410,8552,0.4668631946719074,1322,0.07216945081340757,Frozen food manufacturing,5752,18318,6727,24954,25045,4264,191,2272,19203,20668,NA,NA,NA,NA,-168,1023,-2320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311420,17403,0.620826198630137,2939,0.10484446347031963,"Fruit and vegetable canning, pickling, and drying",13526,28032,6889,34049,34921,4231,219,2439,20523,22822,NA,NA,NA,NA,43,2608,-4950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311513,9490,0.32622894465452046,753,0.02588518391199725,Cheese manufacturing,18655,29090,2777,29847,31867,1374,279,1124,11192,11537,NA,NA,NA,NA,293,615,-1254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311514,3768,0.3987301587301587,554,0.05862433862433863,"Dry, condensed, and evaporated dairy product manufacturing",6559,9450,4022,14444,13472,1694,177,2151,7885,6413,NA,NA,NA,NA,143,2062,-732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,31151A,7381,0.2539218384477776,718,0.024700701802669603,Fluid milk and butter manufacturing,12136,29068,4670,31880,33738,2488,325,1856,19744,19659,NA,NA,NA,NA,65,353,-333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311520,4233,0.5815359252644594,398,0.054677840362687184,Ice cream and frozen dessert manufacturing,6136,7279,1318,9021,8597,915,55,348,2885,2806,NA,NA,NA,NA,-1,120,-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311615,10879,0.2700777041284973,769,0.019090886522181674,Poultry processing,19603,40281,8898,49294,49178,5797,365,2736,29692,26748,NA,NA,NA,NA,-102,3293,-247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,31161A,22695,0.24115140631807122,4981,0.05292686295969653,"Animal (except poultry) slaughtering, rendering, and processing",51775,94111,13286,107324,107397,7859,907,4520,55549,52534,NA,NA,NA,NA,342,8373,-5700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311700,1744,0.1953623837795452,4155,0.46544191777752886,Seafood product preparation and packaging,7802,8927,1369,10130,10296,874,79,415,2328,4159,NA,NA,NA,NA,-142,414,-2104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311810,10043,0.49018937914877003,1537,0.07501952362358454,Bread and bakery product manufacturing,8598,20488,12620,42945,33109,9781,281,2558,34347,35544,NA,NA,NA,NA,182,832,-2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3118A0,7917,0.5937898447461186,747,0.056026400660016504,"Cookie, cracker, pasta, and tortilla manufacturing",2807,13333,7357,20577,20690,4273,204,2879,17770,17967,NA,NA,NA,NA,57,348,-602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311910,5845,0.395814992889551,961,0.06507753775309813,Snack food manufacturing,3820,14767,9008,24188,23775,3071,238,5699,20368,19246,NA,NA,NA,NA,33,2369,-1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311920,1580,0.29688087185268697,1857,0.34892897406989853,Coffee and tea manufacturing,3105,5322,2415,7357,7737,825,90,1499,4252,4489,NA,NA,NA,NA,67,675,-979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311930,1768,0.5333333333333333,533,0.1607843137254902,Flavoring syrup and concentrate manufacturing,14332,3315,5810,11144,9125,3063,56,2691,-3188,167,NA,NA,NA,NA,-22,376,-3710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311940,5869,0.5559871163319439,1190,0.11273209549071618,Seasoning and dressing manufacturing,5883,10556,3499,14042,14054,1543,134,1822,8159,8774,NA,NA,NA,NA,12,648,-1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,311990,3608,0.2564685811771396,2766,0.1966164344611885,All other food manufacturing,5477,14068,4703,19395,18771,2948,149,1607,13918,13563,NA,NA,NA,NA,63,2437,-2146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,312110,26482,0.722959322959323,7092,0.19361179361179362,Soft drink and ice manufacturing,4748,36630,8173,42683,44802,5027,418,2727,37935,39358,NA,NA,NA,NA,159,577,-2159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,312120,8024,0.6604115226337448,800,0.06584362139917696,Breweries,3693,12150,11968,24026,24118,3043,3159,5766,20333,23675,NA,NA,NA,NA,207,267,-3815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,312130,2680,0.3201911589008363,1204,0.14384707287933093,Wineries,4286,8370,4811,13012,13181,2209,678,1923,8725,13459,NA,NA,NA,NA,392,682,-5808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,312140,2024,0.4929371651242085,281,0.06843643448611787,Distilleries,5393,4106,6099,11185,10205,667,3272,2161,5792,9683,NA,NA,NA,NA,298,590,-4779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,312200,9453,0.6672077922077922,1269,0.08956804065499718,Tobacco manufacturing,7714,14168,38409,52952,52577,3879,8762,25768,45239,44811,NA,NA,NA,NA,-200,1982,-1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,313100,3444,0.4479126024190402,781,0.10157367668097282,"Fiber, yarn, and thread mills",5039,7689,1629,5542,9318,1263,97,269,503,205,NA,NA,NA,NA,-27,1135,-810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,313200,6772,0.5974942650432328,1420,0.12528674783836244,Fabric mills,13368,11334,5938,13705,17272,3984,190,1764,338,1618,3,NA,NA,NA,-16,4561,-5828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,313300,4366,0.647102415888543,1342,0.19890321624425672,Textile and fabric finishing and fabric coating mills,10443,6747,2470,10736,9217,2265,95,110,293,551,NA,NA,NA,NA,-174,779,-863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,314110,8809,0.8016198016198016,1405,0.12785512785512784,Carpet and rug mills,1801,10989,3812,14749,14801,2817,124,870,12949,10206,3268,NA,908,NA,-8,753,-2182,NA,NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA
2007,314120,1897,0.6913265306122449,573,0.2088192419825073,Curtain and linen mills,6516,2744,1181,4338,3925,734,53,394,-2178,7647,NA,NA,NA,NA,-2,648,-10470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,314900,3528,0.6246458923512748,777,0.13757082152974504,Other textile product mills,9288,5648,4262,10567,9911,3370,118,773,1278,4810,NA,NA,NA,NA,61,1740,-5363,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA
2007,315000,6311,0.5071927991641887,2032,0.16330466929197138,Apparel manufacturing,11989,12443,8806,20223,21250,7765,209,832,8234,98035,NA,NA,NA,NA,-588,2645,-91858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,316000,2775,0.5008121277747699,1192,0.21512362389460385,Leather and allied product manufacturing,6680,5541,3041,8499,8583,2886,112,43,1819,33417,NA,NA,NA,NA,-103,1822,-33317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,321100,6423,0.30733527919996173,1366,0.06536197904205943,Sawmills and wood preservation,35958,20899,7038,30830,27937,5839,203,997,-5129,NA,NA,NA,NA,NA,-322,2197,-7004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,321200,9016,0.5631480324797001,1945,0.12148657089319176,"Veneer, plywood, and engineered wood product manufacturing",27270,16010,5685,21319,21694,4611,153,921,-5951,NA,NA,NA,NA,NA,-254,1216,-6912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,321910,11048,0.5670875680114978,2751,0.14120726824761318,Millwork,27018,19482,8467,25005,27950,7026,195,1246,-2013,NA,NA,NA,NA,NA,-300,428,-2141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3219A0,11353,0.6535605319210178,2721,0.15664037764089575,All other wood product manufacturing,16508,17371,7892,25017,25263,6127,179,1585,8509,4807,NA,NA,5992,608,-94,534,-3394,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA
2007,322110,1643,0.4960748792270531,374,0.11292270531400966,Pulp mills,6576,3312,1766,6854,5078,697,58,1012,278,NA,NA,NA,NA,NA,36,3862,-3620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,322120,18489,0.5643600622691615,5938,0.18125209853179086,Paper mills,40090,32761,17384,47494,50144,8140,454,8789,7404,10409,NA,NA,NA,NA,-134,7656,-10527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,322130,6473,0.39431042884990253,2156,0.13133528265107214,Paperboard mills,28108,16416,8957,25289,25374,3225,276,5457,-2820,NA,NA,NA,NA,NA,121,91,-3031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,322210,27695,0.7563220274182096,5189,0.1417062646785734,Paperboard container manufacturing,48267,36618,12908,48730,49525,10172,559,2177,463,233,NA,NA,NA,NA,-144,1700,-1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,322220,11168,0.7716437504318386,2191,0.1513853382159884,Paper bag and coated and treated paper manufacturing,20351,14473,6779,19918,21251,4404,220,2155,-433,611,NA,NA,NA,NA,8,3123,-4175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,322230,4118,0.6820139118913547,812,0.13448161642928122,Stationery product manufacturing,6697,6038,1793,8212,7831,1324,76,393,1515,1258,NA,NA,NA,NA,10,943,-695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,322291,4296,0.7571378216425801,856,0.15086358829749735,Sanitary paper product manufacturing,3526,5674,4605,11362,10279,2523,123,1959,7836,7799,NA,NA,NA,NA,75,492,-531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,322299,2030,0.6351689612015019,512,0.16020025031289112,All other converted paper product manufacturing,4889,3196,1552,4847,4749,893,55,604,-43,505,NA,NA,NA,NA,-3,163,-707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,323110,30627,0.5723496103604866,7364,0.13761656481844856,Printing,68000,53511,44419,70077,97930,30978,843,12598,2077,2350,NA,NA,NA,NA,183,2033,-2489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,323120,957,0.4182692307692308,208,0.09090909090909091,Support activities for printing,6595,2288,3290,6669,5577,2361,40,889,73,NA,NA,NA,NA,NA,31,63,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,324110,19774,0.04558227238254624,243696,0.5617587463607255,Petroleum refineries,395144,433809,137743,551141,571553,11764,2378,123601,155997,220871,NA,NA,NA,NA,4436,38588,-107898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,324121,5111,0.6566876525761275,567,0.07285108569960169,Asphalt paving mixture and block manufacturing,12026,7783,4400,11834,12183,1448,44,2908,-192,NA,NA,NA,NA,NA,-178,89,-103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,324122,2718,0.6965658636596617,349,0.08944131214761661,Asphalt shingle and coating materials manufacturing,7992,3902,4467,7992,8369,1083,37,3348,0,NA,NA,NA,NA,NA,-145,254,-110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,324190,4445,0.7141709511568124,942,0.1513496143958869,Other petroleum and coal products manufacturing,16883,6224,8105,21740,14329,1475,73,6557,4858,4585,NA,NA,NA,NA,-23,941,-645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325110,44464,0.7467544463664915,6182,0.1038241271014225,Petrochemical manufacturing,98192,59543,16951,94810,76494,3007,1003,12941,-3382,NA,NA,NA,NA,NA,236,6451,-10070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325120,3137,0.439294216496289,877,0.12281193110208655,Industrial gas manufacturing,8908,7141,2158,9095,9299,1975,87,96,187,51,NA,NA,NA,NA,24,296,-183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325130,2112,0.3477115574580178,945,0.15558116562397103,Synthetic dye and pigment manufacturing,7642,6074,2048,7714,8123,864,107,1077,73,NA,NA,NA,NA,NA,-24,2188,-2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325180,9967,0.5140278494069108,2809,0.1448684889118102,Other basic inorganic chemical manufacturing,28438,19390,10715,31704,30105,3157,417,7141,3266,52,3888,NA,NA,NA,232,9861,-10768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325190,47678,0.5799326140634693,7957,0.09678517995937382,Other basic organic chemical manufacturing,93362,82213,16534,100692,98747,3310,1681,11543,7330,1322,NA,NA,NA,NA,-73,28299,-22219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325211,56669,0.8226012483669618,9602,0.13938162287705036,Plastics material and resin manufacturing,72352,68890,15752,84688,84642,4373,1072,10306,12336,NA,NA,NA,NA,NA,371,24308,-12343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,3252A0,10347,0.8054020393866272,2076,0.16159414649334475,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,21789,12847,3106,23155,15953,1990,216,900,1366,NA,NA,NA,NA,NA,-205,5558,-3987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325310,5208,0.49976009979848385,2183,0.20948085596391902,Fertilizer manufacturing,21952,10421,7182,18017,17603,1284,304,5593,-3935,708,NA,NA,NA,NA,314,2833,-7791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325320,4148,0.7188908145580589,1600,0.2772963604852686,Pesticide and other agricultural chemical manufacturing,7304,5770,5368,11568,11138,1217,174,3977,4264,3088,NA,NA,NA,NA,230,1832,-886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325411,2459,0.352191349183615,465,0.06659982812947579,Medicinal and botanical manufacturing,12062,6982,6965,11811,13947,3354,169,3442,-251,NA,NA,NA,NA,NA,-28,29,-252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325412,22925,0.31493412828156553,3462,0.0475595180855302,Pharmaceutical preparation manufacturing,42725,72793,91027,132082,163819,37655,1730,51641,89357,154727,NA,NA,NA,NA,1042,25601,-92013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325413,1892,0.3414546110810323,249,0.04493773687060097,In-vitro diagnostic substance manufacturing,9583,5541,7490,9719,13032,2692,175,4624,136,NA,NA,NA,NA,NA,107,43,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325414,1850,0.28391651319828115,460,0.07059545733578883,Biological product (except diagnostic) manufacturing,18358,6516,17604,19626,24120,3849,309,13446,1268,NA,NA,NA,NA,NA,416,3367,-2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,325510,11634,0.739746932027723,3415,0.21714249380047052,Paint and coating manufacturing,21134,15727,7536,22279,23262,2702,299,4534,1145,365,NA,NA,NA,NA,-100,1791,-911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
